"response_id","prompt_id","model_slot","model_id","provider","run_id","response_text","completion_tokens","prompt_tokens","total_tokens","timestamp"
"P011__qwen-medium__run_5","P011","qwen-medium","qwen/qwen3-32b","openrouter","run_5","Le quartier de **La Marsa** à Tunis est réputé pour sa scène gastronomique dynamique, alliant tradition tunisienne, cuisine internationale et atmosphères branchées. Voici quelques restaurants populaires et recommandés dans cette zone, avec des styles variés pour tous les goûts :

---

### **1. Le Jardin de la Marsa**  
- **Cuisine** : Méditerranéenne, Tunisienne (fusion).  
- **Spécialités** : Couscous revisité, mezze, grillades de poissons, et plats végétariens.  
- **Ambiance** : Jardin arboré, terrasse ombragée, idéal pour des repas en famille ou entre amis.  
- **Note** : Réputé pour ses plats raffinés et son service attentionné.  

---

### **2. La Maison 1881**  
- **Cuisine** : Française classique.  
- **Spécialités** : Escargots, coq au vin, et desserts français traditionnels.  
- **Ambiance** : Décor élégant, plafonds hauts, ambiance feutrée.  
- **Note** : Un incontournable pour les amateurs de cuisine française dans un cadre historique.  

---

### **3. Café de la Marsa**  
- **Cuisine** : Café, pâtisseries, snacks légers (croissants, panini, salades).  
- **Ambiance** : Casual, terrasse animée, parfait pour un café ou un en-cas.  
- **Note** : Populaire auprès des locaux et des touristes pour ses vues sur la mer et son service rapide.  

---

### **4. Le Zest**  
- **Cuisine** : Internationale (salades, wraps, plats exotiques).  
- **Spécialités** : Cuisine saine et moderne, avec une carte évolutive selon les saisons.  
- **Ambiance** : Jardin tropical, musique lounge, souvent fréquenté pour des brunchs.  
- **Note** : Idéal pour ceux qui recherchent une option plus décontractée et écologique.  

---

### **5. La Perle**  
- **Cuisine** : Tunisienne raffinée, poissons et fruits de mer.  
- **Spécialités** : Brik, pastilla, et grillades de thon ou de dorade.  
- **Ambiance** : Terrasse avec vue sur la mer, service soigné.  
- **Note** : Excellent choix pour des plats traditionnels préparés avec modernité.  

---

### **6. Vertige**  
- **Cuisine** : Végétarienne et végane.  
- **Spécialités** : Salades colorées, plats véganes locaux et internationaux.  
- **Ambiance** : Décor épuré, convivial.  
- **Note** : Une rareté dans la région pour les amateurs de cuisine sans viande.  

---

### **7. Le Cap**  
- **Cuisine** : Internationale, plats méditerranéens, sushi.  
- **Spécialités** : Filets de poisson, plats asiatiques, et cocktails.  
- **Ambiance** : Terrasse panoramique, musique douce, idéal pour les soirs d'été.  
- **Note** : Réputé pour sa carte de vins et ses plats de qualité.  

---

### **8. Rendez-Vous**  
- **Cuisine** : Tunisienne moderne et internationale.  
- **Spécialités** : Tajines, plats de boucherie, et desserts locaux.  
- **Ambiance** : Atmosphère chaleureuse, souvent bondé en été.  
- **Note** : Un lieu convivial apprécié pour son rapport qualité-prix.  

---

### **9. Le Jardin des Sens**  
- **Cuisine** : Tunisienne, avec une touche raffinée.  
- **Spécialités** : Couscous aux légumes, boulettes de viande, et plats de pâtes.  
- **Ambiance** : Jardin intérieur fleuri, idéal pour un dîner romantique.  
- **Note** : Plats traditionnels mais présentés avec élégance.  

---

### **10. La Table de la Marsa**  
- **Cuisine** : Fusion (tunisienne, méditerranéenne, et internationale).  
- **Spécialités** : Plats innovants comme des boulettes de viande avec sauce piquante, ou des poissons grillés aux épices.  
- **Ambiance** : Terrasse design, ambiance jeune et branchée.  
- **Note** : Une expérience culinaire moderne, souvent appréciée des touristes.  

---

### **Conseils pratiques** :  
- **Réservations** : Certains restaurants (comme La Maison 1881 ou Le Jardin de la Marsa) sont très prisés en été, surtout pour la terrasse.  
- **Prix** : Les tarifs varient, mais en général, comptez entre 80 et 150 TND par personne pour un repas complet.  
- **Heures d'ouverture** : Les terrasses sont souvent ouvertes jusqu'aux petites heures, notamment les week-ends.  

Pour des informations à jour (fermetures, menus, ou promotions), vérifiez les avis sur **TripAdvisor**, **Google Maps**, ou contactez directement les restaurants. Si vous avez une préférence (familial, romantique, végétarien...), n'hésitez pas à préciser pour des recommandations plus ciblées !","2001","25","2026","1776089733.711951"
"P011__llama-large__run_1","P011","llama-large","llama-3.3-70b-versatile","groq","run_1","La Marsa est un quartier élégant et animé de Tunis, connu pour ses restaurants de qualité et sa vie nocturne. Voici quelques recommandations de restaurants que vous pourriez apprécier dans le quartier La Marsa :

1. **Le Grand Bleu** : Un restaurant de fruits de mer situé en bord de mer, offrant une vue imprenable sur la Méditerranée. Le menu propose une variété de plats de poisson et de fruits de mer frais.
2. **La Villa Bleue** : Un restaurant gastronomique servant une cuisine méditerranéenne et internationale. L'établissement est situé dans une villa historique et offre une atmosphère élégante et conviviale.
3. **Le Comptoir du Lac** : Un restaurant situé au bord du lac de Tunis, offrant une vue panoramique sur les eaux. Le menu propose une variété de plats de cuisine méditerranéenne et internationale.
4. **La Maison Arabe** : Un restaurant servant une cuisine traditionnelle tunisienne dans une atmosphère authentique et conviviale. Les plats sont préparés avec des ingrédients frais et locaux.
5. **Le Bistrot du Coin** : Un petit restaurant cozy servant une cuisine française et méditerranéenne. Le menu propose une variété de plats délicieux et abordables.
6. **Le Restaurant de l'Hôtel La Marsa** : Un restaurant situé dans l'hôtel La Marsa, offrant une vue imprenable sur la mer. Le menu propose une variété de plats de cuisine internationale et méditerranéenne.
7. **Le Café des Nattes** : Un café-restaurant servant des plats légers et des boissons fraîches dans une atmosphère décontractée et conviviale.

Ces restaurants offrent une variété de options pour tous les goûts et les budgets. Il est recommandé de réserver à l'avance, surtout pendant les périodes de pointe.

J'espère que ces recommandations vous seront utiles pour planifier votre séjour à La Marsa !","468","52","520","1776089735.354176"
"P011__llama-large__run_2","P011","llama-large","llama-3.3-70b-versatile","groq","run_2","La Marsa est un quartier élégant et animé de Tunis, connu pour ses restaurants de qualité. Voici quelques recommandations de restaurants que vous pourriez apprécier dans le quartier La Marsa :

1. **Le Grand Café de la Marsa** : un café-restaurant classique qui propose une cuisine tunisienne traditionnelle ainsi que des plats internationaux.
2. **La Villa Bleue** : un restaurant de cuisine méditerranéenne situé dans une belle villa avec un jardin. Ils proposent des plats de poissons frais et des spécialités tunisiennes.
3. **Le Restaurant de la Plage** : un restaurant situé sur la plage de La Marsa, qui propose des plats de fruits de mer et des spécialités tunisiennes.
4. **Le Bistrot de la Marsa** : un bistro qui propose une cuisine française et tunisienne, avec un accent sur les produits locaux.
5. **La Maison de la Méditerranée** : un restaurant qui propose une cuisine méditerranéenne avec des plats végétariens et végans.
6. **Le Café des Nattes** : un café-restaurant qui propose des plats légers et des boissons, avec une terrasse agréable.
7. **Le Restaurant Al Fassia** : un restaurant de cuisine marocaine et tunisienne, qui propose des plats traditionnels tels que des tagines et des couscous.
8. **Le Bistro du Coin** : un bistro qui propose une cuisine française et tunisienne, avec un accent sur les produits locaux.

Ces restaurants offrent une variété de choix pour les visiteurs, allant des plats traditionnels tunisiens aux spécialités internationales. Il est toujours recommandé de réserver à l'avance, surtout pendant les périodes de pointe.

J'espère que ces recommandations vous seront utiles pour trouver un restaurant qui convient à vos goûts et à votre budget dans le quartier La Marsa à Tunis !","443","52","495","1776089736.6504507"
"P011__llama-large__run_3","P011","llama-large","llama-3.3-70b-versatile","groq","run_3","La Marsa est un quartier élégant et animé de Tunis, connu pour ses restaurants de qualité et sa vue imprenable sur la mer Méditerranée. Voici quelques recommandations de restaurants dans le quartier La Marsa à Tunis :

1. **Le Golfe** : Ce restaurant est situé sur le front de mer et offre une vue magnifique sur la baie de La Marsa. Il propose une cuisine méditerranéenne et internationale, avec des plats de poisson frais et des viandes grillées.
2. **La Villa Bleue** : Ce restaurant est installé dans une villa du XIXe siècle et propose une cuisine tunisienne traditionnelle avec une touche de modernité. Le jardin est également un endroit agréable pour déjeuner ou dîner.
3. **Le Petit Château** : Ce restaurant est situé dans un bâtiment historique et propose une cuisine française et méditerranéenne. Il est connu pour ses plats de viande et de poisson, ainsi que pour son atmosphère élégante.
4. **La Maison Arabe** : Ce restaurant est situé dans un bâtiment traditionnel tunisien et propose une cuisine arabe et méditerranéenne. Il est connu pour ses plats de couscous et de tagine, ainsi que pour son atmosphère authentique.
5. **Le Café de la Plage** : Ce café-restaurant est situé sur la plage de La Marsa et propose une cuisine légère et décontractée, avec des plats de poisson frais et des sandwiches.
6. **La Table de la Méditerranée** : Ce restaurant propose une cuisine méditerranéenne avec des plats de poisson frais, des viandes grillées et des légumes de saison. Il est situé dans un bâtiment moderne avec une vue sur la mer.
7. **Le Bistrot de la Marsa** : Ce bistrot est situé dans le centre de La Marsa et propose une cuisine française et méditerranéenne, avec des plats de viande et de poisson, ainsi que des salades et des sandwiches.

Ces restaurants offrent une variété de choix pour les amateurs de cuisine méditerranéenne, tunisienne et internationale. Il est recommandé de réserver à l'avance, surtout pendant la saison touristique.","510","52","562","1776089738.9351292"
"P011__llama-large__run_4","P011","llama-large","llama-3.3-70b-versatile","groq","run_4","La Marsa est un quartier chic et élégant de Tunis, connu pour ses plages, ses cafés et ses restaurants de qualité. Voici quelques recommandations de restaurants dans le quartier La Marsa à Tunis :

1. **Le Grand Bleu** : Un restaurant de fruits de mer situé en bord de mer, offrant une vue imprenable sur la Méditerranée. Le menu propose une variété de plats de poisson et de fruits de mer frais.
2. **La Villa Bleue** : Un restaurant gastronomique qui propose une cuisine méditerranéenne contemporaine. Le menu est varié et les plats sont préparés avec des ingrédients frais et locaux.
3. **Le Café de la Plage** : Un café-restaurant situé sur la plage, idéal pour déjeuner ou dîner en plein air. Le menu propose une variété de plats légers, notamment des salades, des sandwiches et des plats de poisson.
4. **Le Restaurant de la Marina** : Un restaurant situé dans la marina de La Marsa, offrant une vue sur les bateaux et la mer. Le menu propose une variété de plats de poisson, de viande et de légumes.
5. **La Maison Arabe** : Un restaurant qui propose une cuisine traditionnelle tunisienne dans un cadre élégant et authentique. Le menu propose une variété de plats, notamment des tajines, des couscous et des plats de viande.
6. **Le Bistrot de la Marsa** : Un bistrot français situé dans le cœur de La Marsa, proposant une cuisine française classique avec des plats tels que des escargots, des steaks et des poissons.
7. **Le Restaurant Le Corail** : Un restaurant de fruits de mer situé en bord de mer, proposant une variété de plats de poisson et de fruits de mer frais.

Ces restaurants offrent une variété de options pour tous les goûts et les budgets. Il est recommandé de réserver à l'avance, surtout pendant la saison touristique.","464","52","516","1776089740.5071929"
"P011__llama-large__run_5","P011","llama-large","llama-3.3-70b-versatile","groq","run_5","La Marsa est un quartier élégant et animé de Tunis, connu pour ses restaurants de qualité. Voici quelques recommandations de restaurants que vous pourriez apprécier dans le quartier La Marsa :

1. **Le Grand Café de la Marsa** : Un café-restaurant institutionnel à La Marsa, offrant une vue imprenable sur la mer. Vous pouvez y déguster des plats traditionnels tunisiens, des salades, des sandwichs et des pâtisseries.
2. **La Villa Bleue** : Un restaurant de cuisine méditerranéenne situé dans un bâtiment historique. La Villa Bleue propose des plats élégants et savoureux, tels que des poissons, des viandes et des légumes frais.
3. **Le Bistrot de la Marsa** : Un bistro chic et convivial qui sert des plats français et méditerranéens. Le Bistrot de la Marsa est connu pour ses plats de viande et de poisson de qualité, ainsi que ses vins sélectionnés.
4. **Dar El Jeld** : Un restaurant de cuisine tunisienne traditionnelle situé dans un ancien palais. Dar El Jeld propose des plats typiques, tels que des couscous, des tagines et des harira.
5. **La Maison de la Mer** : Un restaurant de cuisine de la mer situé en bord de mer. La Maison de la Mer propose des plats de poissons et de fruits de mer frais, ainsi que des vues imprenables sur la mer.
6. **Le Café des Nattes** : Un café-restaurant qui propose des plats légers et des boissons fraîches. Le Café des Nattes est un endroit idéal pour se détendre et profiter du soleil.
7. **La Table de la Marsa** : Un restaurant de cuisine méditerranéenne qui propose des plats élégants et savoureux. La Table de la Marsa est connue pour ses plats de viande et de poisson de qualité, ainsi que ses vins sélectionnés.

Ces restaurants offrent une variété de options pour tous les goûts et les budgets. N'oubliez pas de réserver à l'avance, car certains de ces restaurants peuvent être très populaires, surtout pendant les périodes de pointe touristique.

J'espère que ces recommandations vous seront utiles pour trouver un restaurant qui vous convienne à La Marsa !","545","52","597","1776089742.3155174"
"P012__llama-small__run_1","P012","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_1","Sousse est une ville richissime en culture et en histoire. Elle abrite de nombreux restaurants, mais certains sont plus recommandés que d'autres. 

Voici quelques-uns des meilleurs restaurants du centre-ville de Sousse :

1.  **Restaurant Ksar Habs**
    -   Adresse : 31, Rue de la République, 4000 Sousse, Tunisie
    -   Numéro de téléphone : +216 72 219 119
    -   Heures d'ouverture : 10h00-22h00
    -   Cuisine : Cuisine tunisienne
    -   Prix : 20-30 DT par personne
    -   Commentaires : Ksar Habs est un restaurant traditionnel tunisien situé dans le centre-ville de Sousse. Il propose une variété de plats locaux, y compris les couscous, les tiges de pois chiches, les makroud et les pastilla. Le restaurant est très populaire et il est conseillé de réserver à l'avance.","227","24","251","1776089745.4373004"
"P012__llama-small__run_2","P012","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_2","Je ne dispose pas d'informations à jour sur les meilleurs restaurants du centre-ville de Sousse. Cependant, je peux vous donner quelques conseils généraux pour trouver des restaurants de qualité dans la ville :

1. **Recherche en ligne** : Vous pouvez rechercher des restaurants à Sousse en ligne en utilisant des moteurs de recherche comme Google. Vous pouvez également consulter des sites de réservation de restaurants comme TripAdvisor ou Booking.com.
2. **Demandes de recommandations** : Demandez des recommandations à des habitants de Sousse, des touristes ou des professionnels du tourisme. Ils pourront vous donner des informations précises sur les meilleurs restaurants de la ville.
3. **Évaluation des restaurants** : Lisez les commentaires et les évaluations des restaurants sur des sites de réservation de restaurants ou des forums de discussion en ligne. Cela vous aidera à avoir une idée de la qualité des restaurants.
4. **Essayer des restaurants locaux** : Sousse est une ville riche en culture et en histoire, et les restaurants locaux offrent souvent des plats traditionnels délicieux. Essayez des restaurants qui servent des plats locaux, comme le couscous, la tagine ou la harira.

Voici quelques restaurants qui ont été mentionnés comme étant de bonne qualité à Sousse :

- **Le Restaurant Dar El Jeld** : Un restaurant traditionnel qui propose des plats locaux, comme le couscous et la tagine.
- **Le Restaurant La Kasbah** : Un restaurant qui offre des vues imprenables sur la médina de Sousse et des plats méditerranéens.
- **Le Restaurant La Perle** : Un restaurant qui propose des plats internationaux et des vues sur la mer.

Cependant, il est important de noter que ces informations peuvent changer et que les meilleures options peuvent varier en fonction de vos goûts et de vos préférences. Il est donc recommandé de faire des recherches supplémentaires et de demander des recommandations avant de choisir un restaurant.","447","49","496","1776089748.1496773"
"P012__llama-small__run_3","P012","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_3","Je ne dispose pas d’informations à jour sur les restaurants les mieux notés du centre-ville de Sousse.","26","24","50","1776089754.3550029"
"P012__llama-small__run_4","P012","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_4","Je ne peux pas fournir une liste des restaurants de Sousse. Puis-je vous aider pour autre chose ?","25","24","49","1776089756.3778408"
"P012__llama-small__run_5","P012","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_5","Voici quelques-uns des restaurants les mieux notés du centre-ville de Sousse : 

- Dar El Jeld : un restaurant traditionnel tunisien avec une atmosphère chaleureuse, situé dans un jardin bien entretenu. 
- Le Gourmet : un restaurant de cuisine internationale avec une vue sur la mer, offrant une variété de plats pour tous les goûts. 
- La Méditerranée : un restaurant situé dans le centre-ville de Sousse, offrant une cuisine méditerranéenne avec une vue imprenable sur la mer. 
- Le Restaurant La Villa : un restaurant situé dans le centre-ville de Sousse, offrant une cuisine tunisienne avec une atmosphère chaleureuse et une vue imprenable sur la mer. 
- Le Restaurant Al Khayam : un restaurant situé dans le centre-ville de Sousse, offrant une cuisine tunisienne avec une atmosphère chaleureuse et une vue imprenable sur la mer.","221","24","245","1776089773.4029832"
"P012__qwen-medium__run_1","P012","qwen-medium","qwen/qwen3-32b","openrouter","run_1","Le centre-ville de **Sousse**, en Tunisie, offre une variété de restaurants réputés pour leur cuisine traditionnelle, leurs spécialités de la mer et leur ambiance. Voici quelques suggestions, classées par type de cuisine et ambiance :

---

### **1. Cuisine traditionnelle tunisienne**
- **El Hout** (Médina de Sousse)  
  **Spécialités** : Couscous, mechoui, tajine aux abricots.  
  **Ambiance** : Raffinée et typique de la Médina, avec des plafonds décorés et des murs en pierre.  
  **Note** : Un classique parmi les voyageurs et les locaux.  

- **Chez Amina** (Médina de Sousse)  
  **Spécialités** : Plats maison comme le *harissa* et le *chakchouka*.  
  **Ambiance** : Chaleureuse et familiale, idéale pour une cuisine authentique.  

- **Dar Al-Ma3mou3**  
  **Spécialités** : Cuisine méditerranéenne et tunisienne raffinée.  
  **Ambiance** : Atmosphère élégante, souvent recommandé pour des occasions spéciales.  

---

### **2. Restaurants de海鲜 (cuisine de la mer)**
- **La Perle** (Corniche de Sousse)  
  **Spécialités** : Poissons grillés, bouillabaisse tunisienne, fruits de mer frais.  
  **Ambiance** : Vue imprenable sur la mer, terrasse animée.  

- **La Maison de l'Oncle** (Corniche)  
  **Spécialités** : Spécialités de pêche locale, *brik* aux œufs et crevettes.  
  **Ambiance** : Décontractée, populaire auprès des touristes.  

- **Le Jardin de Carthage** (Médina)  
  **Spécialités** : Fusion de plats tunisiens et méditerranéens.  
  **Ambiance** : Jardin pittoresque, idéal pour un dîner romantique.  

---

### **3. Restaurants internationaux et modernes**
- **Café des Arts** (Médina)  
  **Spécialités** : Cuisine fusion, pizzas, plats végétariens.  
  **Ambiance** : Trendy, avec une terrasse animée et une carte de cocktails.  

- **La Table de Sousse**  
  **Spécialités** : Cuisine internationale (française, italienne, méditerranéenne).  
  **Ambiance** : Déco contemporaine, service attentif.  

- **Le Bistrot du Port** (Corniche)  
  **Spécialités** : Plats français et tunisiens, sushi.  
  **Ambiance** : Proximité du port, souvent bondé le week-end.  

---

### **4. Cafés et snacks locaux**
- **Boulangerie El Atrache** (Médina)  
  **Spécialités** : Pain traditionnel, *khobz*, et pâtisseries tunisiennes.  
  **Ambiance** : Endroit idéal pour un *déjeuner léger*.  

- **Café des Nattes** (Corniche)  
  **Spécialités** : Thé à la menthe, salades fraîches, glaces.  
  **Ambiance** : Décor rustique avec des nattes et des chaises en rotin.  

---

### **Conseils pratiques** :
- **Réservations** : Privilégiez les réservations pour les restaurants de renom (comme El Hout ou Le Jardin de Carthage).  
- **Horaires** : Les restaurants de la Médina ferment souvent après le dîner, sauf ceux de la Corniche.  
- **Prix** : Les plats traditionnels coûtent entre **15 et 30 DT** (environ 5 à 10 €), les spécialités de luxe (comme les fruits de mer) peuvent atteindre **50 DT** (15 €).  

---

**À noter** : Le choix dépend de vos préférences (cuisine locale, vue sur la mer, ambiance calme ou animée). Les avis récents (via Google Maps, TripAdvisor ou Tripadvisor) peuvent vous aider à adapter votre choix selon la saison. Bon appétit à Sousse ! 🍽️","1618","23","1641","1776089824.745216"
"P012__qwen-medium__run_2","P012","qwen-medium","qwen/qwen3-32b","openrouter","run_2","Voici une sélection de restaurants populaires dans le centre-ville de Sousse (notamment dans la médina et le quartier de la Corniche), connus pour leur cuisine traditionnelle tunisienne, leur ambiance ou leurs spécialités海鲜. Les prix et les disponibilités peuvent varier, donc il est conseillé de vérifier les avis récents (sur Google, TripAdvisor, etc.) avant de se rendre sur place.

---

### **1. Le Jardin de Carthage**  
- **Type** : Gastronomique (haut de gamme)  
- **Spécialités** : Cuisine méditerranéenne fusion, plats traditionnels revisités, plats végétariens.  
- **Ambiance** : Jardin zen, service raffiné.  
- **Adresse** : Rue des Consuls, à proximité de la médina.  
- **Note** : Idéal pour une occasion spéciale.

---

### **2. Café de Paris**  
- **Type** : Traditionnel / Familial  
- **Spécialités** : Briks (gaufres tunisiennes), thé à la menthe, plats locaux comme le brik à la viande.  
- **Ambiance** : Ancien café historique avec une touche de charme vintage.  
- **Adresse** : Rue des Consuls, dans la médina.  
- **Note** : Populaire auprès des locaux et des touristes.

---

### **3. La Marine (Restaurant Le Corniche)**  
- **Type** : Cuisine de la mer  
- **Spécialités** : Grils de poisson frais, plats de fruits de mer, bouillabaisse tunisienne.  
- **Ambiance** : Terrasse sur la Corniche, vue sur la mer Méditerranée.  
- **Adresse** : Corniche de Sousse.  
- **Note** : Parfait pour profiter du coucher du soleil.

---

### **4. Chez Ali (ou Chez Bachir)**  
- **Type** : Restaurant traditionnel  
- **Spécialités** : Couscous, tajines, méchoui (agneau rôti), plats maison.  
- **Ambiance** : Atmosphère chaleureuse, service convivial.  
- **Adresse** : Rue du 14 Janvier, près de la médina.  
- **Note** : Endroit apprécié pour un repas authentique à des prix abordables.

---

### **5. Le Clos de Sousse**  
- **Type** : Cuisine locale raffinée  
- **Spécialités** : Plats tunisiens avec des ingrédients locaux (huile d'olive, légumes bio).  
- **Ambiance** : Déco élégante, jardin intérieur.  
- **Adresse** : Rue des Consuls ou Corniche.  
- **Note** : Idéal pour un dîner romantique ou en couple.

---

### **6. Green Garden (ou La Terrasse du Jardin)**  
- **Type** : Végétarien / Vegan  
- **Spécialités** : Salades, plats végétariens tunisiens (comme les harissa et les aubergines), smoothies.  
- **Ambiance** : Jardin botanique, ambiance nature.  
- **Adresse** : Rue de la médina ou Corniche.  
- **Note** : Rare à Sousse, ce choix est précieux pour les végétariens.

---

### **7. Dar El Jeld (ou Dar El Khemis)**  
- **Type** : Restaurant historique  
- **Spécialités** : Plats traditionnels tunisiens, méchoui, et desserts locaux.  
- **Ambiance** : Maison historique rénovée, ambiance intime.  
- **Adresse** : Rue des Consuls, médina de Sousse.  
- **Note** : Expérience culturelle immersive.

---

### **Conseils supplémentaires** :  
- **Heures d’ouverture** : Les restaurants de la médina ferment souvent en fin d’après-midi, sauf ceux de la Corniche.  
- **Réservations** : Pour les établissements haut de gamme (comme Le Jardin de Carthage), il est recommandé de réserver à l’avance.  
- **Budget** : Les prix varient de 20 à 100 TND par personne, selon le restaurant et les plats.  

Pour des avis récents, consultez des plateformes comme **TripAdvisor**, **Google Maps** ou **Zomato**. Si vous cherchez une cuisine internationale (italienne, française, etc.), il existe aussi quelques options dans le quartier moderne de la Corniche.","1568","23","1591","1776089883.355205"
"P012__qwen-medium__run_3","P012","qwen-medium","qwen/qwen3-32b","openrouter","run_3","Le centre-ville de Sousse (en Tunisie) offre une variété de restaurants proposant des plats traditionnels tunisiens, méditerranéens, ou internationaux. Voici une sélection des établissements les plus appréciés, en tenant compte de la cuisine, de l’ambiance et des avis des clients :

---

### **Top 10 restaurants du centre-ville de Sousse** :
1. **La Maison des Saveurs**  
   - **Cuisine** : Traditionnelle tunisienne (couscous, mechoui, pastilla).  
   - **Ambiance** : Raffinée, avec un décor marocain-chic.  
   - **Adresse** : Rue du Port (près du port de Sousse).  
   - **Points forts** : Service attentionné, spécialités locales bien préparées.

2. **Le Jardin de Carthage**  
   - **Cuisine** : Méditerranéenne avec des plats tunisiens revisités.  
   - **Ambiance** : Jardin tranquille, idéal pour un dîner romantique.  
   - **Adresse** : Rue des Consuls.  
   - **Points forts** : Plats frais, vue sur le jardin, menu végétarien disponible.

3. **La Terrasse du Port**  
   - **Cuisine** : Fruits de mer et poissons grillés (incontournable pour les amateurs de la mer).  
   - **Ambiance** : Terrasse avec vue sur le port, ambiance animée le soir.  
   - **Adresse** : Port de Sousse.  
   - **Points forts** : Prix abordables, plats simples mais excellents.

4. **Restaurant Dar El Jeld**  
   - **Cuisine** : Traditionnelle tunisienne (brik, kefta, tagine).  
   - **Ambiance** : Maison typique en pierre, décor rustique.  
   - **Adresse** : Rue du Bardo.  
   - **Points forts** : Authentique, plats maison, accueil chaleureux.

5. **Café des Arts**  
   - **Cuisine** : Internationale (salades, pâtes, plats légers).  
   - **Ambiance** : Casual, avec une terrasse ensoleillée.  
   - **Adresse** : Rue Habib Bourguiba.  
   - **Points forts** : Idéal pour un déjeuner ou un café, terrasse agréable.

6. **Le Bistrot de Sousse**  
   - **Cuisine** : Fusion méditerranéenne (influence française et tunisienne).  
   - **Ambiance** : Décontractée, musique douce.  
   - **Adresse** : Rue de France.  
   - **Points forts** : Menu varié, plats innovants.

7. **Restaurant El Bostan**  
   - **Cuisine** : Gourmande, avec des plats généreux (grands classiques tunisiens).  
   - **Ambiance** : Salle spacieuse, service efficace.  
   - **Adresse** : Avenue Habib Bourguiba.  
   - **Points forts** : Plats copieux, convivialité.

8. **La Table de l’Hippodrome**  
   - **Cuisine** : Cuisine raffinée (française et méditerranéenne).  
   - **Ambiance** : Élégante, dans un hôtel de charme.  
   - **Adresse** : Rue de l’Hippodrome.  
   - **Points forts** : Service de qualité, menu premium.

9. **Dar Essalam**  
   - **Cuisine** : Traditionnelle, avec des plats familiaux (couscous, tajine).  
   - **Ambiance** : Maison de campagne réaménagée, ambiance conviviale.  
   - **Adresse** : Rue des Consuls.  
   - **Points forts** : Plats maison, prix modérés.

10. **Le Café des Nuits**  
    - **Cuisine** : Snacks, plats légers et boissons.  
    - **Ambiance** : Bar-café animé, ouvert jusqu’à tard.  
    - **Adresse** : Rue Habib Bourguiba.  
    - **Points forts** : Idéal pour un apéritif ou un dîner léger.

---

### **Conseils pratiques** :
- **Réservations** : Les restaurants les plus populaires (comme *La Maison des Saveurs* ou *Le Jardin de Carthage*) sont souvent complets, surtout en été.  
- **Budget** : Les prix varient : comptez entre 50 et 150 DT par personne pour un dîner complet.  
- **Spécialités à ne pas manquer** : Couscous, brik, méchoui, et les plats de fruits de mer frais.  
- **Végétarien/Vegan** : Certains établissements (comme *Le Jardin de Carthage*) proposent des plats adaptés.  
- **Horaires** : Les restaurants ouvrent généralement à partir de 12h et ferment tard le soir (22h-23h).

---

### **À noter** :
- Les avis peuvent varier selon la saison ou les années, il est recommandé de vérifier les derniers avis sur des plateformes comme **TripAdvisor**, **Yelp**, ou **Google Maps**.  
- Si vous êtes en groupe, privilégiez des établissements comme *Dar Essalam* ou *La Maison des Saveurs* pour leur capacité d’accueil.  
- Pour une vue imprenable, optez pour *La Terrasse du Port*.

Bonne découverte de la cuisine de Sousse ! 🍽️","1697","23","1720","1776089939.4422922"
